Age;Gender;Occupation;Game_Type;Daily_Gaming_Hours;Primary_Gaming_Time;Sleep_Hours;Stress_Level;Focus_Level;Academic_or_Work_Score;Productivity_Level;Performance_Impact
30;Male;Student;Action;4.2;Evening;6.1;3;3;64;65;Neutral
33;Female;Working Professional;Casual;5.9;Evening;5.9;8;3;69;70;Negative
22;Female;Student;Action;2.5;Evening;7.2;8;6;87;86;Neutral
20;Female;Student;Strategy;3.2;Evening;5.4;4;3;61;56;Neutral
20;Female;Working Professional;Strategy;3.8;Evening;5.8;6;7;94;90;Neutral
35;Male;Student;Sports;4.1;Morning;6.5;6;7;76;79;Neutral
19;Male;Working Professional;Casual;2.6;Morning;5.8;8;6;84;79;Neutral
33;Female;Working Professional;Simulation;3.2;Morning;5.0;8;6;62;66;Neutral
29;Female;Working Professional;Action;3.3;Morning;6.1;9;7;79;83;Neutral
28;Female;Student;Sports;3.7;Evening;5.0;7;5;92;87;Neutral
25;Female;Student;Casual;6.0;Morning;6.1;2;8;70;68;Neutral
19;Female;Working Professional;Simulation;5.3;Night;5.0;4;3;89;89;Negative
30;Female;Working Professional;Simulation;5.5;Morning;5.6;9;7;56;56;Negative
28;Male;Working Professional;Puzzle;4.9;Evening;4.9;5;5;86;89;Negative
27;Female;Student;Puzzle;1.6;Night;7.0;3;9;89;87;Positive
28;Female;Student;Simulation;2.7;Night;5.4;3;8;92;88;Neutral
27;Female;Working Professional;Strategy;3.1;Evening;5.3;3;8;74;77;Neutral
18;Male;Working Professional;Strategy;2.7;Night;7.0;9;8;90;87;Neutral
31;Male;Student;Puzzle;5.8;Evening;7.5;9;5;95;98;Neutral
28;Male;Student;Sports;1.3;Evening;5.1;6;9;82;83;Neutral
30;Male;Student;Strategy;5.0;Morning;7.1;6;8;93;91;Neutral
31;Female;Student;Strategy;0.7;Morning;7.7;6;6;86;89;Positive
19;Female;Student;Action;2.0;Morning;4.6;6;8;90;87;Neutral
20;Female;Student;Strategy;2.2;Morning;5.7;3;6;78;83;Neutral
26;Female;Student;Strategy;3.6;Night;6.5;3;7;92;95;Neutral
25;Female;Student;Strategy;1.2;Morning;7.7;7;9;92;93;Positive
19;Female;Working Professional;Casual;1.5;Morning;8.4;9;6;71;75;Positive
33;Female;Working Professional;Action;2.2;Night;6.2;5;5;64;64;Neutral
35;Female;Working Professional;Casual;5.8;Night;6.9;2;8;70;69;Neutral
30;Male;Working Professional;Puzzle;2.5;Evening;7.7;3;7;70;72;Neutral
32;Female;Working Professional;Action;1.0;Evening;7.8;5;5;68;65;Positive
31;Male;Student;Casual;5.3;Evening;7.8;9;6;81;81;Neutral
23;Female;Student;Action;3.3;Evening;5.9;7;6;56;51;Neutral
34;Male;Working Professional;Puzzle;1.6;Evening;5.7;3;3;65;63;Neutral
27;Male;Student;Sports;3.1;Evening;7.4;6;4;92;92;Neutral
25;Male;Working Professional;Strategy;1.5;Evening;8.0;5;3;56;59;Positive
26;Male;Student;Puzzle;4.4;Morning;5.2;8;7;82;86;Negative
33;Male;Student;Casual;5.7;Morning;5.0;8;9;84;89;Negative
22;Female;Student;Simulation;1.5;Morning;7.9;6;5;86;87;Positive
22;Male;Working Professional;Puzzle;6.0;Morning;5.6;5;6;66;67;Negative
18;Female;Student;Puzzle;3.9;Night;8.1;7;7;84;80;Neutral
26;Male;Student;Simulation;2.7;Morning;5.3;8;8;82;86;Neutral
19;Male;Working Professional;Simulation;0.8;Night;8.2;9;5;93;98;Positive
23;Female;Student;Simulation;2.6;Evening;8.4;7;4;90;85;Neutral
31;Male;Working Professional;Action;5.6;Evening;8.0;4;3;75;78;Neutral
27;Female;Working Professional;Simulation;0.7;Evening;5.0;6;8;78;79;Neutral
32;Male;Student;Strategy;2.9;Morning;5.2;9;9;64;67;Neutral
21;Female;Student;Sports;1.8;Evening;4.6;6;4;84;85;Neutral
21;Female;Student;Strategy;5.9;Evening;6.7;9;6;62;59;Neutral
18;Male;Working Professional;Action;1.5;Morning;5.2;6;7;92;90;Neutral
21;Female;Working Professional;Simulation;4.7;Morning;7.2;7;3;73;78;Neutral
26;Male;Working Professional;Action;5.1;Night;5.1;3;6;85;87;Negative
27;Female;Student;Casual;3.9;Morning;6.3;4;4;58;63;Neutral
25;Female;Student;Action;3.5;Morning;6.9;3;6;71;68;Neutral
27;Female;Working Professional;Casual;1.4;Evening;7.6;6;8;64;60;Positive
34;Male;Working Professional;Sports;5.5;Evening;6.9;7;8;61;61;Neutral
23;Female;Working Professional;Action;3.1;Morning;6.8;8;3;82;82;Neutral
34;Male;Working Professional;Sports;3.3;Evening;8.4;5;8;64;66;Neutral
27;Male;Working Professional;Puzzle;0.9;Night;7.7;6;4;63;68;Positive
31;Female;Student;Sports;0.8;Night;4.8;2;7;61;64;Neutral
34;Male;Student;Casual;4.5;Night;7.8;7;5;92;88;Neutral
27;Female;Working Professional;Casual;3.0;Evening;7.6;8;3;60;61;Neutral
26;Male;Working Professional;Simulation;3.9;Morning;5.6;4;4;66;62;Neutral
30;Female;Working Professional;Simulation;0.5;Night;5.0;4;8;85;87;Neutral
22;Male;Student;Strategy;2.5;Morning;7.2;8;9;74;70;Neutral
33;Male;Student;Sports;5.0;Night;7.3;5;9;56;54;Neutral
33;Female;Student;Action;5.2;Morning;6.7;3;5;84;81;Neutral
32;Male;Student;Puzzle;5.5;Night;7.5;9;6;85;80;Neutral
31;Female;Working Professional;Casual;5.1;Night;6.1;7;3;61;66;Neutral
33;Female;Student;Casual;3.8;Morning;6.7;6;3;86;87;Neutral
31;Female;Student;Sports;3.4;Night;6.2;7;7;59;58;Neutral
24;Female;Working Professional;Sports;5.7;Morning;5.9;8;3;65;64;Negative
27;Female;Working Professional;Casual;3.3;Night;6.9;7;7;84;81;Neutral
20;Female;Student;Strategy;4.5;Morning;7.7;4;7;68;67;Neutral
24;Male;Student;Puzzle;1.4;Evening;6.5;8;6;74;72;Neutral
31;Male;Student;Action;2.5;Night;5.1;2;9;59;59;Neutral
35;Female;Student;Casual;1.7;Night;5.5;7;9;77;72;Neutral
21;Male;Student;Simulation;3.8;Morning;4.9;2;6;84;80;Neutral
32;Female;Student;Strategy;1.4;Night;5.0;5;5;65;64;Neutral
31;Male;Student;Sports;2.5;Evening;7.8;3;9;67;69;Neutral
25;Male;Working Professional;Strategy;2.1;Morning;5.2;6;5;81;81;Neutral
29;Male;Working Professional;Strategy;4.9;Morning;6.2;8;6;88;93;Neutral
30;Male;Working Professional;Action;4.4;Evening;6.6;3;3;76;76;Neutral
34;Female;Working Professional;Sports;4.7;Night;7.1;4;7;58;63;Neutral
34;Male;Working Professional;Sports;4.4;Night;8.0;7;5;55;54;Neutral
30;Male;Working Professional;Action;1.6;Morning;6.7;9;8;77;82;Neutral
24;Male;Working Professional;Simulation;3.5;Evening;6.1;4;7;89;88;Neutral
26;Male;Working Professional;Casual;4.7;Evening;5.1;2;9;89;93;Negative
34;Female;Student;Action;5.9;Night;4.9;2;9;78;77;Negative
35;Male;Working Professional;Puzzle;5.7;Evening;6.3;2;6;76;74;Neutral
25;Male;Working Professional;Simulation;4.2;Night;7.8;4;8;79;82;Neutral
31;Male;Student;Action;1.6;Evening;7.6;9;3;64;65;Positive
34;Female;Working Professional;Puzzle;5.4;Night;6.4;9;3;78;83;Neutral
23;Male;Student;Sports;3.2;Night;6.2;9;8;86;87;Neutral
33;Male;Student;Simulation;3.0;Evening;8.4;3;8;68;70;Neutral
27;Male;Student;Action;5.6;Evening;5.0;8;3;62;62;Negative
22;Female;Student;Puzzle;2.2;Evening;6.0;6;6;56;53;Neutral
29;Male;Student;Sports;1.7;Evening;7.8;9;3;62;65;Positive
22;Male;Working Professional;Sports;3.7;Night;6.8;7;9;79;81;Neutral
31;Female;Student;Sports;3.0;Evening;8.0;7;3;94;99;Neutral
20;Male;Student;Simulation;3.5;Night;8.3;9;8;72;77;Neutral
24;Male;Student;Sports;4.9;Night;7.3;3;8;90;86;Neutral
25;Female;Student;Simulation;5.4;Night;5.0;4;3;72;70;Negative
31;Male;Working Professional;Action;2.3;Night;6.9;9;9;56;56;Neutral
27;Male;Student;Puzzle;2.2;Morning;5.5;3;3;89;86;Neutral
23;Male;Student;Puzzle;1.3;Evening;8.3;4;3;94;94;Positive
19;Male;Student;Simulation;1.0;Night;5.1;7;5;79;75;Neutral
28;Female;Working Professional;Action;1.8;Evening;6.5;8;3;72;67;Neutral
21;Male;Student;Puzzle;0.7;Night;7.0;2;5;90;94;Positive
35;Male;Student;Simulation;2.7;Evening;4.8;5;9;64;64;Neutral
27;Male;Student;Action;5.8;Evening;6.7;2;3;84;88;Neutral
34;Female;Student;Strategy;2.0;Night;5.5;8;5;95;93;Neutral
35;Female;Working Professional;Strategy;3.4;Night;4.8;3;6;62;59;Neutral
26;Male;Working Professional;Puzzle;3.3;Morning;7.7;7;8;71;73;Neutral
18;Female;Student;Action;3.0;Night;6.9;2;8;63;68;Neutral
20;Male;Student;Casual;1.5;Evening;6.7;9;9;80;83;Neutral
30;Male;Student;Action;4.2;Evening;5.9;8;9;93;93;Negative
29;Male;Student;Simulation;2.5;Night;5.3;2;4;56;55;Neutral
26;Female;Student;Action;2.2;Morning;7.4;5;6;78;73;Neutral
34;Female;Student;Simulation;5.9;Morning;7.1;3;9;72;76;Neutral
20;Male;Working Professional;Simulation;4.1;Morning;6.8;4;3;92;89;Neutral
35;Female;Working Professional;Action;5.3;Evening;7.4;6;4;56;61;Neutral
31;Female;Student;Casual;4.0;Night;8.3;2;9;75;76;Neutral
26;Female;Working Professional;Puzzle;3.1;Morning;5.9;2;8;69;64;Neutral
20;Male;Student;Strategy;2.7;Evening;5.8;2;8;69;70;Neutral
18;Female;Working Professional;Strategy;2.2;Morning;7.0;3;3;85;86;Neutral
25;Male;Working Professional;Action;3.1;Night;8.3;2;9;76;79;Neutral
20;Male;Student;Sports;3.0;Morning;5.0;2;3;79;79;Neutral
19;Female;Working Professional;Sports;2.2;Morning;7.0;3;3;58;61;Neutral
31;Male;Working Professional;Casual;3.9;Night;6.1;2;6;79;81;Neutral
21;Male;Student;Simulation;4.8;Morning;6.3;7;7;67;63;Neutral
32;Male;Student;Strategy;5.5;Morning;5.0;6;5;81;83;Negative
35;Male;Student;Sports;0.8;Evening;5.7;8;7;77;76;Neutral
22;Male;Student;Simulation;3.8;Night;5.7;2;7;92;97;Neutral
20;Female;Student;Casual;5.2;Evening;6.2;5;4;95;93;Neutral
28;Female;Working Professional;Puzzle;4.3;Morning;8.4;7;9;92;96;Neutral
25;Male;Working Professional;Simulation;1.1;Morning;8.0;2;6;69;64;Positive
30;Male;Student;Puzzle;1.8;Morning;7.4;7;9;79;77;Positive
24;Female;Student;Action;0.9;Morning;4.6;3;4;73;75;Neutral
35;Male;Student;Strategy;1.6;Morning;5.2;6;8;66;66;Neutral
21;Female;Student;Puzzle;1.5;Evening;5.5;3;3;63;64;Neutral
20;Male;Student;Strategy;1.8;Morning;7.7;4;7;94;95;Positive
25;Male;Student;Simulation;1.6;Evening;6.0;7;5;93;94;Neutral
34;Female;Student;Casual;4.8;Morning;5.8;2;8;72;69;Negative
34;Female;Working Professional;Simulation;4.8;Evening;7.7;3;4;87;88;Neutral
26;Female;Student;Strategy;1.5;Morning;7.3;9;8;86;88;Positive
31;Female;Student;Puzzle;5.4;Evening;6.3;5;6;68;67;Neutral
29;Male;Student;Sports;3.5;Night;5.0;3;5;83;86;Neutral
33;Female;Working Professional;Sports;3.9;Morning;6.2;9;6;81;81;Neutral
34;Male;Working Professional;Strategy;1.5;Morning;5.4;3;5;60;59;Neutral
28;Female;Working Professional;Casual;1.2;Night;5.9;5;5;67;72;Neutral
18;Female;Working Professional;Puzzle;5.1;Evening;5.3;4;9;89;88;Negative
30;Male;Student;Casual;5.7;Night;7.8;2;6;87;84;Neutral
20;Female;Student;Sports;1.7;Night;5.4;9;8;84;84;Neutral
22;Female;Student;Sports;2.8;Night;6.3;2;5;63;67;Neutral
27;Female;Student;Simulation;5.1;Morning;5.9;8;6;80;83;Negative
30;Female;Student;Sports;5.6;Morning;5.1;7;7;95;99;Negative
27;Male;Student;Action;3.4;Night;5.3;3;5;91;93;Neutral
20;Female;Working Professional;Strategy;3.5;Morning;4.6;9;3;66;64;Neutral
18;Male;Working Professional;Sports;2.1;Evening;6.6;9;3;78;81;Neutral
24;Male;Student;Puzzle;1.4;Evening;4.9;8;6;59;60;Neutral
24;Female;Working Professional;Strategy;5.0;Morning;7.2;4;7;91;90;Neutral
28;Female;Working Professional;Sports;6.0;Night;6.3;8;7;70;73;Neutral
23;Female;Student;Strategy;0.7;Night;4.9;9;5;74;75;Neutral
30;Male;Student;Strategy;4.5;Evening;6.3;4;8;91;87;Neutral
31;Male;Working Professional;Action;5.4;Morning;6.7;3;8;68;70;Neutral
24;Male;Working Professional;Action;3.3;Morning;7.6;8;6;65;64;Neutral
24;Female;Student;Action;4.0;Evening;7.2;9;6;76;77;Neutral
32;Male;Student;Simulation;1.1;Night;8.2;7;8;84;86;Positive
23;Male;Student;Strategy;1.8;Evening;8.3;4;6;72;69;Positive
26;Male;Working Professional;Puzzle;1.2;Morning;7.5;4;3;55;60;Positive
34;Male;Working Professional;Casual;1.7;Evening;4.6;5;6;58;63;Neutral
25;Female;Student;Strategy;2.9;Morning;6.9;2;9;79;77;Neutral
20;Male;Student;Casual;0.6;Morning;4.6;2;5;67;72;Neutral
35;Male;Student;Simulation;4.5;Evening;4.7;3;9;75;75;Negative
23;Male;Working Professional;Casual;5.7;Evening;5.0;5;3;77;77;Negative
29;Male;Student;Strategy;0.6;Evening;5.4;5;3;72;77;Neutral
23;Female;Student;Simulation;2.2;Evening;6.9;3;8;89;93;Neutral
28;Female;Student;Puzzle;5.9;Morning;7.3;4;5;66;71;Neutral
34;Male;Student;Action;3.8;Night;6.8;8;7;95;93;Neutral
20;Male;Student;Puzzle;4.7;Evening;5.0;5;8;82;80;Negative
32;Female;Student;Puzzle;2.1;Evening;5.1;5;8;57;55;Neutral
25;Female;Working Professional;Strategy;4.0;Morning;7.5;8;8;73;68;Neutral
30;Female;Student;Sports;3.5;Night;8.1;5;9;69;73;Neutral
22;Male;Student;Action;0.5;Morning;8.0;3;4;58;63;Positive
31;Female;Working Professional;Strategy;3.8;Night;7.8;5;4;87;83;Neutral
32;Male;Working Professional;Sports;1.6;Morning;6.2;5;5;73;77;Neutral
31;Female;Student;Sports;5.7;Morning;5.9;8;4;85;87;Negative
35;Male;Student;Puzzle;4.7;Evening;6.2;3;9;74;78;Neutral
20;Female;Student;Casual;3.1;Evening;6.3;8;7;93;95;Neutral
33;Female;Working Professional;Sports;1.6;Night;8.2;2;3;87;87;Positive
30;Male;Student;Sports;2.6;Evening;6.5;3;6;57;53;Neutral
29;Male;Working Professional;Sports;4.7;Night;7.5;7;7;86;91;Neutral
22;Female;Working Professional;Casual;1.9;Morning;6.4;7;8;56;61;Neutral
30;Female;Student;Simulation;1.9;Morning;6.9;4;3;62;58;Neutral
35;Female;Working Professional;Casual;5.3;Evening;5.2;8;5;74;77;Negative
29;Male;Working Professional;Casual;4.6;Morning;8.2;3;3;95;99;Neutral
18;Male;Student;Casual;5.6;Evening;6.1;6;3;65;67;Neutral
23;Male;Student;Sports;3.4;Morning;7.1;8;4;66;66;Neutral
23;Male;Working Professional;Sports;3.3;Evening;4.9;5;4;67;62;Neutral
30;Male;Working Professional;Action;3.9;Evening;7.0;4;3;73;69;Neutral
19;Female;Student;Casual;0.7;Night;5.4;9;8;61;56;Neutral
34;Female;Working Professional;Sports;4.8;Evening;4.7;5;7;55;56;Negative
30;Female;Student;Puzzle;3.8;Evening;5.8;7;5;70;70;Neutral
21;Female;Student;Puzzle;4.9;Evening;4.5;8;8;63;58;Negative
24;Male;Working Professional;Action;3.9;Night;7.1;9;7;81;86;Neutral
33;Female;Student;Puzzle;2.5;Evening;4.7;7;8;83;81;Neutral
27;Male;Student;Simulation;5.7;Night;8.3;9;8;61;62;Neutral
27;Female;Student;Sports;4.8;Morning;7.4;2;4;86;82;Neutral
20;Male;Working Professional;Casual;3.2;Morning;6.7;5;4;65;70;Neutral
26;Female;Student;Casual;1.4;Morning;8.2;8;9;72;70;Positive
20;Female;Working Professional;Casual;5.6;Night;7.0;9;3;76;74;Neutral
26;Male;Working Professional;Action;4.5;Morning;6.0;8;9;69;67;Neutral
29;Male;Working Professional;Sports;1.0;Night;7.5;5;8;62;66;Positive
28;Female;Student;Simulation;4.6;Night;5.7;5;9;79;80;Negative
28;Male;Working Professional;Strategy;3.8;Evening;5.4;8;3;89;91;Neutral
28;Female;Student;Puzzle;4.2;Night;5.1;6;4;57;61;Negative
19;Female;Student;Casual;3.7;Morning;7.0;5;6;73;74;Neutral
33;Female;Working Professional;Casual;5.2;Morning;8.2;5;8;58;55;Neutral
30;Female;Student;Simulation;6.0;Night;6.7;7;6;85;85;Neutral
21;Male;Working Professional;Simulation;2.1;Morning;7.3;5;8;90;91;Neutral
22;Female;Working Professional;Puzzle;5.2;Morning;7.3;9;8;65;69;Neutral
21;Male;Working Professional;Sports;1.7;Night;7.7;5;8;55;55;Positive
19;Male;Working Professional;Simulation;5.1;Evening;8.2;3;5;85;82;Neutral
25;Female;Working Professional;Puzzle;5.8;Night;7.0;8;4;57;53;Neutral
30;Female;Working Professional;Puzzle;3.8;Morning;5.2;8;9;60;62;Neutral
18;Female;Working Professional;Casual;1.2;Night;4.8;9;8;87;85;Neutral
22;Male;Working Professional;Action;1.0;Night;6.9;8;6;82;81;Neutral
35;Female;Student;Simulation;5.5;Night;7.7;4;6;56;57;Neutral
21;Male;Student;Action;3.5;Night;7.8;3;9;68;73;Neutral
23;Male;Working Professional;Action;3.0;Morning;5.8;2;4;91;89;Neutral
18;Male;Working Professional;Action;5.9;Night;6.5;7;7;65;66;Neutral
28;Female;Student;Casual;5.5;Morning;5.7;9;4;91;93;Negative
24;Male;Student;Simulation;4.1;Evening;4.7;2;4;64;63;Negative
26;Female;Student;Sports;2.0;Evening;7.4;8;3;90;89;Positive
24;Male;Working Professional;Casual;1.0;Night;5.5;8;8;64;67;Neutral
31;Female;Student;Simulation;4.1;Morning;7.4;4;6;64;64;Neutral
20;Female;Student;Puzzle;0.9;Evening;5.0;3;8;90;91;Neutral
30;Male;Working Professional;Action;4.8;Morning;5.1;5;5;55;51;Negative
34;Female;Working Professional;Simulation;1.5;Evening;7.4;6;7;86;82;Positive
29;Female;Working Professional;Simulation;3.8;Morning;8.1;4;5;79;76;Neutral
30;Female;Student;Casual;1.9;Night;7.2;4;8;63;60;Positive
32;Male;Working Professional;Puzzle;5.9;Evening;7.3;5;8;93;94;Neutral
20;Female;Working Professional;Puzzle;3.3;Morning;5.6;8;7;69;68;Neutral
19;Male;Working Professional;Simulation;4.0;Evening;4.8;5;3;65;69;Negative
33;Female;Student;Sports;4.9;Morning;4.5;8;8;87;84;Negative
29;Male;Student;Simulation;3.9;Evening;8.1;2;8;82;85;Neutral
22;Female;Student;Sports;5.8;Evening;7.2;5;4;59;59;Neutral
21;Female;Working Professional;Sports;2.6;Evening;6.0;3;5;70;73;Neutral
34;Male;Working Professional;Simulation;2.0;Evening;4.5;8;4;74;79;Neutral
21;Male;Working Professional;Casual;0.8;Morning;4.5;9;5;74;74;Neutral
34;Male;Working Professional;Action;2.7;Evening;4.5;8;6;67;63;Neutral
29;Female;Working Professional;Sports;0.5;Morning;7.6;6;4;85;86;Positive
22;Female;Working Professional;Action;3.5;Evening;5.6;9;8;83;80;Neutral
22;Female;Working Professional;Casual;5.4;Evening;7.3;3;4;73;68;Neutral
31;Female;Working Professional;Casual;5.5;Night;5.1;5;6;72;68;Negative
21;Male;Student;Strategy;1.2;Morning;7.5;8;7;79;76;Positive
18;Female;Working Professional;Puzzle;2.4;Evening;4.6;5;3;76;77;Neutral
23;Male;Working Professional;Action;3.2;Evening;7.5;5;7;64;67;Neutral
34;Male;Student;Simulation;6.0;Night;5.5;8;4;85;81;Negative
24;Male;Working Professional;Action;4.0;Night;5.4;4;6;57;56;Negative
25;Male;Working Professional;Sports;1.6;Evening;8.0;8;6;88;87;Positive
29;Female;Working Professional;Casual;0.8;Evening;6.2;2;5;62;61;Neutral
28;Male;Working Professional;Sports;1.9;Evening;8.1;4;3;55;50;Positive
28;Female;Student;Action;5.5;Night;4.9;4;5;86;86;Negative
34;Female;Student;Casual;0.6;Evening;6.7;4;5;78;78;Neutral
21;Male;Student;Strategy;1.7;Night;6.0;3;4;95;99;Neutral
35;Male;Student;Strategy;3.0;Morning;4.9;7;5;85;83;Neutral
21;Female;Student;Sports;2.8;Evening;7.3;7;5;83;88;Neutral
22;Female;Student;Simulation;3.4;Morning;8.3;2;4;93;92;Neutral
20;Male;Working Professional;Simulation;4.9;Evening;7.3;8;6;89;92;Neutral
23;Male;Student;Simulation;3.6;Evening;6.1;6;4;66;61;Neutral
26;Male;Student;Strategy;3.3;Morning;7.4;6;5;69;68;Neutral
19;Male;Student;Simulation;3.4;Morning;5.7;4;5;63;62;Neutral
26;Male;Working Professional;Simulation;0.5;Evening;5.9;7;5;60;63;Neutral
26;Male;Working Professional;Action;2.3;Night;4.7;2;9;77;75;Neutral
26;Male;Working Professional;Strategy;4.1;Evening;8.0;3;8;79;84;Neutral
31;Female;Student;Sports;2.0;Morning;6.8;8;4;83;81;Neutral
23;Female;Student;Puzzle;3.2;Morning;6.3;4;4;91;93;Neutral
31;Male;Working Professional;Casual;5.4;Evening;7.8;5;3;64;60;Neutral
30;Male;Student;Action;1.1;Night;6.6;2;7;61;62;Neutral
18;Male;Student;Simulation;5.6;Night;5.0;3;5;64;69;Negative
32;Male;Working Professional;Puzzle;5.0;Evening;7.9;3;4;63;65;Neutral
18;Male;Student;Simulation;1.3;Evening;4.7;6;8;89;85;Neutral
18;Male;Working Professional;Sports;1.1;Morning;8.0;8;4;55;53;Positive
23;Male;Student;Action;2.4;Evening;5.6;8;8;62;64;Neutral
22;Male;Working Professional;Simulation;2.5;Evening;7.0;3;5;60;55;Neutral
27;Female;Student;Puzzle;3.8;Evening;7.2;4;8;74;78;Neutral
22;Female;Student;Sports;4.1;Evening;8.2;3;9;55;52;Neutral
31;Female;Student;Action;4.5;Evening;7.6;9;9;59;55;Neutral
31;Female;Working Professional;Simulation;6.0;Night;5.2;8;5;75;77;Negative
33;Female;Student;Sports;2.3;Morning;7.7;5;6;81;84;Neutral
29;Male;Student;Action;3.7;Evening;6.2;5;8;60;58;Neutral
22;Female;Working Professional;Strategy;3.6;Night;8.3;3;3;77;77;Neutral
22;Male;Student;Sports;5.8;Night;8.2;5;4;69;64;Neutral
20;Female;Student;Action;0.6;Morning;8.4;7;3;61;66;Positive
22;Male;Working Professional;Casual;2.5;Morning;4.8;3;3;91;92;Neutral
32;Male;Working Professional;Action;4.6;Morning;7.3;6;6;81;81;Neutral
30;Female;Working Professional;Simulation;0.8;Night;7.1;4;7;65;60;Positive
23;Female;Student;Simulation;5.1;Evening;8.2;6;8;69;70;Neutral
25;Female;Student;Casual;5.9;Night;5.0;5;6;94;89;Negative
30;Female;Student;Action;3.8;Evening;4.8;9;6;75;80;Neutral
28;Male;Student;Puzzle;4.1;Morning;5.3;3;3;59;59;Negative
35;Male;Student;Strategy;3.5;Evening;4.8;2;9;74;72;Neutral
19;Female;Student;Puzzle;1.0;Morning;6.8;2;7;85;80;Neutral
30;Female;Student;Casual;5.9;Night;7.5;8;7;67;67;Neutral
30;Female;Student;Puzzle;1.0;Morning;6.1;3;7;64;59;Neutral
22;Male;Working Professional;Sports;1.3;Morning;6.4;3;8;69;67;Neutral
24;Male;Student;Simulation;2.4;Night;5.9;8;3;79;77;Neutral
20;Female;Student;Sports;6.0;Evening;4.9;2;4;74;77;Negative
29;Male;Student;Strategy;1.4;Night;5.7;3;5;91;91;Neutral
22;Male;Working Professional;Action;4.7;Evening;5.5;9;5;83;88;Negative
28;Female;Student;Casual;5.2;Evening;6.1;4;6;78;81;Neutral
35;Male;Student;Action;3.3;Evening;5.6;2;7;58;56;Neutral
20;Female;Working Professional;Sports;2.6;Night;6.8;3;4;79;81;Neutral
30;Female;Student;Sports;3.4;Evening;7.8;3;3;66;62;Neutral
26;Female;Student;Simulation;0.9;Morning;5.9;9;4;85;81;Neutral
30;Male;Working Professional;Sports;5.7;Evening;5.1;5;5;91;86;Negative
26;Male;Student;Strategy;1.7;Morning;5.3;2;9;82;81;Neutral
24;Female;Student;Action;2.0;Morning;4.8;9;9;81;84;Neutral
31;Female;Working Professional;Simulation;5.4;Night;6.2;6;4;67;67;Neutral
18;Male;Student;Casual;4.8;Night;8.4;8;5;91;92;Neutral
22;Female;Working Professional;Action;3.7;Night;5.1;7;3;64;66;Neutral
32;Male;Student;Strategy;2.7;Night;6.6;2;6;63;68;Neutral
29;Male;Student;Casual;5.9;Night;6.2;4;7;79;77;Neutral
34;Male;Working Professional;Casual;5.8;Evening;6.0;7;3;74;73;Neutral
23;Female;Working Professional;Puzzle;2.8;Morning;5.9;8;7;76;72;Neutral
31;Female;Student;Action;3.5;Morning;5.2;8;6;73;78;Neutral
35;Male;Working Professional;Simulation;1.0;Night;4.6;8;3;86;90;Neutral
35;Female;Student;Strategy;4.9;Evening;7.2;8;4;69;71;Neutral
29;Male;Working Professional;Puzzle;5.7;Night;5.9;9;6;80;75;Negative
31;Male;Student;Action;2.0;Morning;7.9;8;8;70;65;Positive
31;Male;Working Professional;Strategy;4.8;Night;7.9;7;5;65;69;Neutral
23;Female;Working Professional;Simulation;4.0;Morning;7.8;8;4;95;96;Neutral
30;Female;Student;Puzzle;2.9;Morning;4.9;4;7;62;67;Neutral
18;Male;Working Professional;Action;1.0;Night;4.6;2;8;92;89;Neutral
25;Female;Student;Simulation;4.5;Morning;8.4;7;4;70;75;Neutral
19;Female;Student;Strategy;4.5;Night;7.7;8;9;71;76;Neutral
